#rad	-err	+err	Si	-err	+err
0.029977375565611	0.029977375565611	0.029977375565611	1.65786	0.0758254	0.0767014
0.089932126696833	0.029977375565611	0.029977375565611	0.866123	0.09693	0.0906457
0.149886877828054	0.029977375565611	0.029977375565611	0.569846	0.0804129	0.0815315
0.220022624434389	0.040158371040724	0.040158371040724	0.5309988	0.0903791	0.0919533
0.458144796380091	0.197963800904977	0.197963800904977	0.571907	0.12063925	0.12063925
0.72737556561086	0.071266968325792	0.071266968325792	0.47705	0.158865	0.158865
1.13125	0.270317589562473	0.270578723643332	0.34	0.12	0.12
