#rad	-err	+err	Mg,	Al	-err
0.029977375565611	0.029977375565611	0.029977375565611	0.8003517	0.108268	0.10944
0.089932126696833	0.029977375565611	0.029977375565611	0.690107	0.106465	0.107712
0.149886877828054	0.029977375565611	0.029977375565611	0.494586	0.109014	0.110533
0.220022624434389	0.040158371040724	0.040158371040724	0.6605753	0.138267	0.140395
0.458144796380091	0.197963800904977	0.197963800904977	0.412665	0.1609636	0.160636
0.72737556561086	0.071266968325792	0.071266968325792	0.3307705	0.1028865	0.1028865
1.13125	0.270317589562473	0.270578723643332	0.53	0.14	0.14

