#rad	-err	+err	Ni	-err	+err
0.029977375565611	0.029977375565611	0.029977375565611	1.57227	0.2247	0.227026
0.089932126696833	0.029977375565611	0.029977375565611	1.21663	0.225967	0.228453
0.149886877828054	0.029977375565611	0.029977375565611	1.12596	0.246662	0.24943
0.220022624434389	0.040158371040724	0.040158371040724	1.88505	0.348123	0.34197
0.458144796380091	0.197963800904977	0.197963800904977	1.23254	0.325858	0.325858
0.72737556561086	0.071266968325792	0.071266968325792	0.62851	0.32619	0.328923
1.13125	0.270317589562473	0.270578723643332	0.78	0.43	0.43
