#rad	-err	+err	abun	-err	+err
0.027621195039459	0.027621195039459	0.027621195039459	0.628403	0.0335567	0.0335567
0.098083427282976	0.042841037204059	0.042841037204059	0.39735	0.0426097	0.0426097
0.268883878241263	0.127959413754228	0.127959413754228	0.3264464	0.03943297	0.03943297
0.471251409244645	0.074408117249155	0.074408117249155	0.2878177	0.04202	0.04202
0.607102593010147	0.061443066516347	0.061443066516347	0.305181	0.0599104	0.0599104
0.764272829763247	0.095727170236753	0.09572717023675	0.330912	0.0603978	0.0603978
1.13125	0.270317589562473	0.270578723643332	0.21	0.02	0.02
