TNG50_z15,,TNG100_z15,,EAGLE_z15,,TNG50_z12,,TNG100_z12,,TNG50_z11,,TNG100_z11,,TNG50_z10,,TNG100_z10,,EAGLE_z10,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
4.502229481319555,0.013340962107922903,5.7016159081876,0.000009331013506390919,6.10399070945946,0.00010692290130455955,4.505462007737329,0.08178754446995512,5.2995846146215655,0.00000616362111637425,4.302589676073132,0.000061019576293985365,5.293288816956096,0.0000010679364075588232,4.30461387759151,0.0001097039686607459,5.313608330217546,0.0000010679364075588014,6.096797192738817,0.01742093372561377
4.498360492845787,0.00905257972455176,5.7016159081876,0.000005933363413725872,6.10399070945946,0.00007747416551792949,4.501599543696063,0.055949286260454006,5.2972671361968064,0.000004017717018869263,4.301042080683625,0.000043378482407251424,5.3069790838632755,0.00001833685177292771,4.300751413550245,0.00007640320517658456,5.302417088251829,0.000029526292442576457,6.096797192738817,0.012463688662288797
4.498360492845787,0.006962552754600037,5.7016159081876,0.000004265131831843267,6.10399070945946,0.000056136208889456973,4.501599543696063,0.04300630979581873,5.2972671361968064,0.0000029264770614029797,4.301042080683625,0.00003334356124212641,5.303110095389507,0.00001301479829191503,4.300751413550245,0.000058728540269871956,5.2972671361968064,0.000017867823836455845,6.096797192738817,0.00891706136520494
4.498360492845787,0.005355063676391866,5.7016159081876,0.0000030537722076838283,6.10399070945946,0.000040192707121381446,4.501599543696063,0.033057484838036715,5.2972671361968064,0.000002118917422434785,4.301042080683625,0.000025630059296901092,5.303110095389507,0.00000942337229084318,4.300751413550245,0.00004514262764577063,5.2972671361968064,0.000013014798291914764,6.096797192738817,0.006394928124368723
4.498360492845787,0.004118705881153337,5.7016159081876,0.0000021951699469579077,6.10399070945946,0.000028777392305317293,4.501599543696063,0.025410162113543508,5.2972671361968064,0.0000015159650722680481,4.301042080683625,0.0000197009532003059,5.303110095389507,0.000006741887675585574,4.300751413550245,0.00003469959957118372,5.2972671361968064,0.000009423372290842988,6.096797192738817,0.004663594931866429
4.498360492845787,0.0031677939162951148,5.7016159081876,0.0000015842619425238634,6.10399070945946,0.00002085151475908813,4.501599543696063,0.01953192572877266,5.324304384485666,0.000009215884124811218,4.301042080683625,0.000015143451386691541,5.303110095389507,0.0000048234377277421165,4.300751413550245,0.00002667239975148635,5.2972671361968064,0.000006741887675585436,6.096797192738817,0.003344527212387364
4.498360492845787,0.0024364250776038204,5.717091862082671,0.000014811093591250016,6.10399070945946,0.000015108584653381968,4.501599543696063,0.01501352572917886,5.347479168733262,0.00001199756402550196,4.301042080683625,0.000011640255046011132,5.303110095389507,0.000003492412898819071,4.300751413550245,0.00002050216478849183,5.2972671361968064,0.000004823437727742018,6.096797192738817,0.0023928192687203455
4.498360492845787,0.0018739120396188578,5.735663006756757,0.00002048512639148242,6.10399070945946,0.000010817526334701046,4.501599543696063,0.011540385620485339,5.370653952980856,0.000015056418055160684,4.301042080683625,0.00000894746739539605,5.303110095389507,0.0000024986230782247587,4.300751413550245,0.000015759315432090074,5.2972671361968064,0.0000034924128988189993,6.096797192738817,0.001711926287085695
4.498360492845787,0.0014412699838412622,5.7480437698728135,0.000028146716245066137,6.10399070945946,0.000007745191140439249,4.501599543696063,0.008870701171189111,5.397691201269716,0.000020804205525005793,4.301042080683625,0.000006877613288989682,5.303110095389507,0.0000018091294964771862,4.300751413550245,0.000012113648751253735,5.2972671361968064,0.0000024986230782247074,6.096797192738817,0.0012395212262114638
4.498360492845787,0.0011085147661169272,5.763519723767885,0.00003735209899794073,6.10399070945946,0.00000554544393476594,4.501599543696063,0.006818605708361644,5.424728449558577,0.00002770001468526369,4.301042080683625,0.000005286586970657937,5.3417999801271865,0.00002453047073721905,4.300751413550245,0.000009311349005043028,5.2972671361968064,0.0000018091294964771491,6.096797192738817,0.000897476066474967
4.498360492845787,0.000852584873393579,5.778995677662957,0.00005361118291840819,6.10399070945946,0.000004066347456379099,4.501599543696063,0.0052412298541975955,5.451765697847437,0.000037459392552164726,4.301042080683625,0.000004063619256271941,5.384358853338632,0.000033396771241848675,4.300751413550245,0.000007157316682534849,5.339754240650731,0.0000432403654465157,6.096797192738817,0.0006420931535921733
4.498360492845787,0.0006557431516098268,5.794471631558029,0.00007091266185280343,6.10399070945946,0.0000029114454930481593,4.501599543696063,0.004028754786458049,5.482665410177562,0.000052506604688070485,4.301042080683625,0.000003123565648611473,5.423048738076312,0.00004492719836418363,4.300751413550245,0.000005501585437979718,5.378378881063387,0.000055718155624312486,6.096797192738817,0.0004593811838451314
4.498360492845787,0.0005043475368870255,5.8099475854531,0.0000978951094190596,6.10399070945946,0.0000020845525253118428,4.501599543696063,0.003096766518722636,5.5212900505902205,0.00007135632120468209,4.301042080683625,0.0000024009784740848486,5.4656076112877585,0.00006123889010353721,4.300751413550245,0.000004228881251719451,5.417003521476046,0.00007214090828583285,6.096797192738817,0.0003326152139806986
